epoch,loss,val_loss,mae,val_mae,timestamp
45.0,0.0020384879317134,0.0082731703296303,0.0049247127026319,0.0274512991309165,2025-08-14 15:26:49.698887
46.0,0.0019221649272367,0.0080964928492903,0.0049664042890071,0.0274536646902561,2025-08-14 15:26:49.698887
47.0,0.0018460231367498,0.0078857410699129,0.0050822449848055,0.0258759018033742,2025-08-14 15:26:49.698887
48.0,0.0017174379900097,0.0077637443318963,0.0049806055612862,0.0253640785813331,2025-08-14 15:26:49.698887
49.0,0.0015875740209594,0.0076782777905464,0.005263531114906,0.0243810880929231,2025-08-14 15:26:49.698887
50.0,0.0014769308036193,0.0075971633195877,0.005106268916279,0.0239426232874393,2025-08-14 15:26:49.698887
51.0,0.0013418785529211,0.0074950507842004,0.0051503083668649,0.0241946708410978,2025-08-14 15:26:49.698887
52.0,0.0012731245951727,0.0074113891460001,0.005152738187462,0.0254780910909175,2025-08-14 15:26:49.698887
53.0,0.001170904841274,0.007321092300117,0.0046652322635054,0.024171570315957,2025-08-14 15:26:49.698887
54.0,0.0010762914316728,0.0072484300471842,0.0050891418941318,0.0234914179891347,2025-08-14 15:26:49.698887
55.0,0.0010039809858426,0.0071369516663253,0.0047018397599458,0.0243964474648237,2025-08-14 15:26:49.698887
56.0,0.0009848332265391,0.007082546595484,0.0045527052134275,0.0239702388644218,2025-08-14 15:26:49.698887
57.0,0.0009011177462525,0.0070135300047695,0.0050187283195555,0.0235190987586975,2025-08-14 15:26:49.698887
58.0,0.0008370443247258,0.0069478349760174,0.0045616966672241,0.0243299473077058,2025-08-14 15:26:49.698887
59.0,0.0007428704993799,0.0069213835522532,0.0047894376330077,0.0235930159687995,2025-08-14 15:26:49.698887
60.0,0.0007397910812869,0.0068326443433761,0.0047481511719524,0.0243234187364578,2025-08-14 15:26:49.698887
61.0,0.0007226580637507,0.0067954203113913,0.0047750221565365,0.0245803389698267,2025-08-14 15:26:49.698887
62.0,0.0006983328494243,0.0067888740450143,0.0048680920153856,0.0234383158385753,2025-08-14 15:26:49.698887
63.0,0.0006211292929947,0.0067518050782382,0.0045507377944886,0.0255228299647569,2025-08-14 15:26:49.698887
64.0,0.0006200224161148,0.0067426175810396,0.0045606605708599,0.0272648558020591,2025-08-14 15:26:49.698887
65.0,0.0005932750646024,0.0068042883649468,0.0048829815350472,0.0304915159940719,2025-08-14 15:26:49.698887
66.0,0.0006025145412422,0.0068346234038472,0.0051955501548945,0.0256074126809835,2025-08-14 15:26:49.698887
67.0,0.0005876919603906,0.0068050497211515,0.0052057839930057,0.0291763134300708,2025-08-14 15:26:49.698887
68.0,0.0005149040371179,0.0066808550618588,0.0047871228307485,0.0292051434516906,2025-08-14 15:26:49.698887
69.0,0.0004424409416969,0.0067730946466326,0.004338757134974,0.0309688579291105,2025-08-14 15:26:49.698887
,,,,,
24.0,0.0012989962706342,0.0068841092288494,0.0041328468360006,0.0209394488483667,2025-08-14 15:53:43.767847
25.0,0.0011639686999842,0.0067676720209419,0.0042523238807916,0.0201851893216371,2025-08-14 15:53:43.767847
26.0,0.0010740736033767,0.0066431602463126,0.0044422983191907,0.0208382494747638,2025-08-14 15:53:43.767847
27.0,0.0009282042155973,0.0065456656739115,0.0043380088172852,0.0201184414327144,2025-08-14 15:53:43.767847
28.0,0.0008505068253725,0.0063932389020919,0.0041652349755167,0.0212452393025159,2025-08-14 15:53:43.767847
29.0,0.000768477038946,0.0064425263553857,0.0041558435186743,0.0200022980570793,2025-08-14 15:53:43.767847
30.0,0.00066219602013,0.0063754054717719,0.0041515841148793,0.0202065184712409,2025-08-14 15:53:43.767847
31.0,0.0006536346627399,0.0063526025041937,0.0044200443662703,0.0198710896074771,2025-08-14 15:53:43.767847
32.0,0.0005996474646963,0.0062964158132672,0.0041922298260033,0.0201421082019805,2025-08-14 15:53:43.767847
33.0,0.0005443794070743,0.006235821172595,0.0041462546214461,0.0202252250164747,2025-08-14 15:53:43.767847
34.0,0.0005025740829296,0.0062155057676136,0.0039693159051239,0.0208765864372253,2025-08-14 15:53:43.767847
35.0,0.0004671578935813,0.0062664076685905,0.0039439359679818,0.0197966489940881,2025-08-14 15:53:43.767847
36.0,0.000451451196568,0.0064140716567635,0.0041089733131229,0.0195050258189439,2025-08-14 15:53:43.767847
37.0,0.0004274219681974,0.0064376364462077,0.0039198235608637,0.0195016264915466,2025-08-14 15:53:43.767847
38.0,0.0004148025182075,0.0063613103702664,0.0042684520594775,0.0195299014449119,2025-08-14 15:53:43.767847
39.0,0.0003675668849609,0.006410552188754,0.0040790070779621,0.0208326317369937,2025-08-14 15:53:43.767847
40.0,0.0004058112972415,0.00636698724702,0.0042402627877891,0.0204312838613986,2025-08-14 15:53:43.767847
41.0,0.0004133379552513,0.0062033589929342,0.0043924138881266,0.0200862400233745,2025-08-14 15:53:43.767847
42.0,0.0003703584370668,0.0060673267580568,0.0039769941940903,0.0201613828539848,2025-08-14 15:53:43.767847
43.0,0.0003711265744641,0.005975124426186,0.0039703571237623,0.0207299198955297,2025-08-14 15:53:43.767847
44.0,0.0004287711926735,0.0062092295847833,0.0049342117272317,0.0198079254478216,2025-08-14 15:53:43.767847
45.0,0.0003595899615902,0.0063244313932955,0.0040753274224698,0.0201114192605018,2025-08-14 15:53:43.767847
46.0,0.0003698545624502,0.0060973358340561,0.0044392934069037,0.0198271479457616,2025-08-14 15:53:43.767847
47.0,0.0003317670489195,0.005925964564085,0.0038949341978877,0.0206322856247425,2025-08-14 15:53:43.767847
48.0,0.0003426169569138,0.0059416959993541,0.0042191417887806,0.019605629146099,2025-08-14 15:53:43.767847
,,,,,
37.0,0.0016480605117976,0.0074748946353793,0.0041766273789107,0.0191881563514471,2025-08-14 15:55:58.511136
38.0,0.0015364493010565,0.0073592057451605,0.0044265459291636,0.0194380450993776,2025-08-14 15:55:58.511136
39.0,0.0013884868239983,0.0072023114189505,0.0039187977090477,0.019829548895359,2025-08-14 15:55:58.511136
40.0,0.0013009785907343,0.0071752299554646,0.0037882216274738,0.0197375807911157,2025-08-14 15:55:58.511136
41.0,0.001184559543617,0.0070356237702071,0.0040654586628079,0.0196937043219804,2025-08-14 15:55:58.511136
42.0,0.0011248192749917,0.0070922682061791,0.004062651656568,0.019626997411251,2025-08-14 15:55:58.511136
43.0,0.0010720236459746,0.0068543055094778,0.0043187900446355,0.0200331937521696,2025-08-14 15:55:58.511136
44.0,0.000979553675279,0.0068963756784796,0.0040618334896862,0.0193753726780414,2025-08-14 15:55:58.511136
45.0,0.0009391384082846,0.0068483585491776,0.0043211504817008,0.0191777441650629,2025-08-14 15:55:58.511136
46.0,0.0008655985002405,0.0065924683585762,0.0038868156261742,0.0200775787234306,2025-08-14 15:55:58.511136
47.0,0.0008324088994413,0.0065399431623518,0.0042881807312369,0.0198701787739992,2025-08-14 15:55:58.511136
48.0,0.0007317351410165,0.0065822275355458,0.0035878575872629,0.0195913296192884,2025-08-14 15:55:58.511136
49.0,0.0007239728583954,0.0065792142413556,0.0038679875433444,0.0196066014468669,2025-08-14 15:55:58.511136
50.0,0.0006847270997241,0.0065071671269834,0.0039558983407914,0.0197395402938127,2025-08-14 15:55:58.511136
51.0,0.0006090514361858,0.0065350350923836,0.0039424407295882,0.0192332211881876,2025-08-14 15:55:58.511136
52.0,0.0005934781511314,0.0064164935611188,0.0040833516977727,0.0193836577236652,2025-08-14 15:55:58.511136
53.0,0.0006583051872439,0.0065369885414838,0.0042702187784016,0.0197005420923233,2025-08-14 15:55:58.511136
54.0,0.0004950650618411,0.0064403768628835,0.0040289731696248,0.0192920975387096,2025-08-14 15:55:58.511136
55.0,0.0004964281688444,0.0063860109075903,0.0036007987800985,0.0196158792823553,2025-08-14 15:55:58.511136
56.0,0.0005142737645655,0.0063639963045716,0.0037938507739454,0.0199879929423332,2025-08-14 15:55:58.511136
57.0,0.0004564292903523,0.0064430977217853,0.0035955933853983,0.0195234045386314,2025-08-14 15:55:58.511136
58.0,0.000475642766105,0.0064006824977695,0.004112527705729,0.0197032801806926,2025-08-14 15:55:58.511136
59.0,0.0005014255875721,0.0063220574520528,0.0038454560562968,0.0198729708790779,2025-08-14 15:55:58.511136
60.0,0.0004609573225025,0.0063097579404711,0.0039106369949877,0.0194325763732194,2025-08-14 15:55:58.511136
61.0,0.0004231998173054,0.0063339620828628,0.0039045859593898,0.0195451509207487,2025-08-14 15:55:58.511136
,,,,,
11.0,0.0037250979803502,0.0093143945559859,0.0045551043003797,0.0197211895138025,2025-08-14 16:00:09.802649
12.0,0.0030842798296362,0.0085931802168488,0.0046813557855784,0.019872598350048,2025-08-14 16:00:09.802649
13.0,0.0025318604893982,0.0083601847290992,0.0044848951511085,0.0194225665181875,2025-08-14 16:00:09.802649
14.0,0.0021426368039101,0.0079039223492145,0.0045672170817852,0.0197352189570665,2025-08-14 16:00:09.802649
15.0,0.0017527746967971,0.0074599189683794,0.0041282186284661,0.0198571868240833,2025-08-14 16:00:09.802649
16.0,0.00148109823931,0.0071325874887406,0.0041895462200045,0.0206619016826152,2025-08-14 16:00:09.802649
17.0,0.001296569709666,0.0071847354993224,0.0049176383763551,0.0195558611303567,2025-08-14 16:00:09.802649
18.0,0.0011001497041434,0.0070423907600343,0.0043454892002046,0.0194910522550344,2025-08-14 16:00:09.802649
19.0,0.000894732074812,0.006939907092601,0.0043784431181848,0.0206792503595352,2025-08-14 16:00:09.802649
20.0,0.0007862874190323,0.0067636221647262,0.0046594091691076,0.0198824144899845,2025-08-14 16:00:09.802649
21.0,0.0007118796929717,0.0065480773337185,0.0044316975399851,0.0200236402451992,2025-08-14 16:00:09.802649
22.0,0.0006162496865727,0.006718304939568,0.004227858968079,0.0200132466852664,2025-08-14 16:00:09.802649
23.0,0.0006206337129697,0.0067410580813884,0.0046153212897479,0.0198176987469196,2025-08-14 16:00:09.802649
24.0,0.0005429686279967,0.0065801790915429,0.0041810884140431,0.019970878958702,2025-08-14 16:00:09.802649
25.0,0.0005319802439771,0.0062821554020047,0.004604160785675,0.0204868242144584,2025-08-14 16:00:09.802649
